PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
1294,3,female,35.0,0,0,49.14,C,1.0,1,1
1295,3,male,17.0,4,1,39.68,C,6.0,0,0
1296,1,male,10.0,4,1,133.03,S,6.0,0,1
1297,1,female,50.0,1,1,159.31,S,3.0,0,1
1298,1,female,48.0,0,0,243.31124999999997,C,1.0,1,1
1299,3,male,1.0,0,1,10.6,S,2.0,0,1
1300,3,female,24.0,0,2,8.57,Q,3.0,0,1
1301,1,male,52.0,0,0,152.08,S,1.0,1,1
1302,3,male,24.0,0,0,41.17,C,1.0,1,0
1303,1,male,24.0,0,2,243.31124999999997,S,3.0,0,1
1304,3,male,26.0,1,1,10.98,S,3.0,0,0
1305,3,male,15.0,1,0,56.97,S,2.0,0,0
1306,3,male,8.0,0,0,35.31,S,1.0,1,0
1307,3,female,44.0,0,0,40.73,S,1.0,1,1
1308,3,female,6.0,0,0,6.92,S,1.0,1,1
1309,2,male,33.0,1,0,51.87,S,2.0,0,0
1310,3,male,42.0,0,0,35.94,S,1.0,1,0
1311,1,female,11.0,1,0,193.11,S,2.0,0,1
1312,3,male,18.0,0,1,56.9,S,2.0,0,0
1313,3,male,46.0,0,1,56.11,S,2.0,0,0
1314,3,female,37.0,1,0,17.12,S,2.0,0,0
1315,2,female,22.0,1,1,56.3,S,3.0,0,1
1316,3,male,46.0,0,0,45.51,Q,1.0,1,0
1317,3,male,46.0,0,0,6.04,C,1.0,1,0
1318,3,male,33.0,3,2,18.19,S,6.0,0,0
1319,1,male,18.0,0,0,243.31124999999997,S,1.0,1,0
1320,1,female,25.0,2,0,172.78,S,3.0,0,1
1321,1,male,34.0,1,0,161.27,S,2.0,0,1
1322,1,male,28.0,1,0,181.06,S,2.0,0,1
1323,3,male,42.0,0,1,51.02,S,2.0,0,0
1324,1,female,10.0,0,3,243.31124999999997,S,4.0,0,1
1325,3,female,11.0,2,1,39.92,S,4.0,0,1
1326,2,female,32.0,0,1,102.46,S,2.0,0,1
1327,1,male,24.0,0,1,177.62,S,2.0,0,1
1328,3,male,22.0,1,2,17.19,S,4.0,0,0
1329,3,male,7.0,0,0,48.93,S,1.0,1,0
1330,2,female,30.0,1,2,85.85,S,4.0,0,1
1331,3,female,29.0,1,0,12.57,S,2.0,0,1
1332,3,male,38.0,2,2,58.83,S,5.0,0,0
1333,1,male,31.0,1,0,211.79,S,2.0,0,1
1334,3,male,28.0,0,1,33.72,C,2.0,0,0
1335,3,female,45.0,0,1,47.56,S,2.0,0,1
1336,3,male,13.0,1,3,48.47,S,5.0,0,0
1337,1,female,37.0,0,1,243.31124999999997,S,2.0,0,1
1338,3,female,8.0,4,0,34.11,S,5.0,0,1
1339,1,male,19.0,1,0,146.76,C,2.0,0,1
1340,1,female,14.0,0,0,243.31124999999997,C,1.0,1,1
1341,2,female,40.0,2,0,56.46,S,3.0,0,1
1342,2,male,29.0,0,0,71.3,S,1.0,1,0
1343,3,male,30.0,0,0,51.55,S,1.0,1,0
1344,3,male,16.0,1,0,22.21,Q,2.0,0,0
1345,3,male,26.0,2,2,33.78,C,5.0,0,0
1346,2,female,20.0,0,2,60.98,S,3.0,0,1
1347,2,female,35.0,0,0,85.67,S,1.0,1,1
1348,2,male,17.0,0,0,72.86,C,1.0,1,0
1349,3,male,47.0,0,0,31.46,S,1.0,1,0
1350,1,male,8.0,0,0,106.87,S,1.0,1,1
1351,3,female,20.0,0,0,6.29,S,1.0,1,1
1352,3,male,52.0,1,0,31.58,S,2.0,0,0
1353,2,female,24.0,2,0,80.56,C,3.0,0,1
1354,3,male,13.0,0,0,28.38,C,1.0,1,0
1355,2,male,33.0,0,0,45.4,S,1.0,1,0
1356,3,male,24.0,2,0,57.1,S,3.0,0,0
1357,3,male,19.0,1,1,5.19,S,3.0,0,0
1358,2,male,16.0,3,1,72.89,S,5.0,0,0
1359,2,male,62.375,0,0,87.72,S,1.0,1,0
1360,3,male,27.0,0,0,14.46,S,1.0,1,0
1361,3,female,5.0,0,0,30.97,Q,1.0,1,1
1362,1,male,49.0,1,0,188.34,S,2.0,0,1
1363,3,female,38.0,0,0,40.4,S,1.0,1,1
1364,3,male,20.0,0,0,12.01,S,1.0,1,0
1365,3,male,18.0,0,0,30.17,S,1.0,1,0
1366,1,male,39.0,0,0,140.75,S,1.0,1,1
1367,3,female,27.0,1,1,49.12,S,3.0,0,0
1368,3,female,5.0,0,0,55.39,S,1.0,1,1
1369,1,male,53.0,1,0,181.61,S,2.0,0,1
1370,1,male,24.0,0,0,236.64,S,1.0,1,1
1371,3,male,49.0,0,0,21.41,S,1.0,1,0
1372,1,female,47.0,0,1,132.1,S,2.0,0,1
1373,3,male,17.0,0,0,35.76,S,1.0,1,0
1374,2,male,43.0,0,0,55.55,S,1.0,1,0
1375,1,female,22.0,1,0,243.31124999999997,S,2.0,0,1
1376,3,female,6.0,2,0,44.75,S,3.0,0,1
1377,2,male,24.0,0,0,57.0,S,1.0,1,0
1378,3,male,35.0,0,0,55.15,S,1.0,1,0
1379,2,male,24.0,4,2,59.57,S,6.0,0,0
1380,3,male,26.0,0,0,49.2,S,1.0,1,0
1381,1,male,45.0,0,0,243.31124999999997,S,1.0,1,1
1382,2,male,31.0,0,0,93.17,S,1.0,1,0
1383,3,female,19.0,1,1,27.28,Q,3.0,0,0
1384,2,female,39.0,0,2,104.58,S,3.0,0,1
1385,3,male,33.0,0,1,27.72,C,2.0,0,0
1386,2,male,1.0,0,1,103.03,S,2.0,0,1
1387,3,male,36.0,0,3,13.35,S,4.0,0,0
1388,1,male,35.0,0,1,102.78,Q,2.0,0,1
1389,3,female,30.0,1,1,30.57,C,3.0,0,1
1390,2,male,42.0,1,3,89.94,S,5.0,0,0
1391,1,female,21.0,0,0,243.31124999999997,S,1.0,1,1
1392,1,male,34.0,0,0,222.88,S,1.0,1,1
1393,1,male,10.0,1,1,243.31124999999997,C,3.0,0,1
1394,3,male,35.0,1,2,14.97,S,4.0,0,0
1395,2,male,55.0,0,2,47.28,S,3.0,0,1
1396,3,female,17.0,0,1,13.95,S,2.0,0,1
1397,2,male,20.0,0,2,72.72,S,3.0,0,0
1398,1,female,21.0,0,0,243.31124999999997,C,1.0,1,1
1399,3,male,32.0,0,0,58.25,C,1.0,1,0
1400,3,male,16.0,1,0,8.64,S,2.0,0,0
1401,1,male,35.0,0,0,100.31,S,1.0,1,1
1402,1,male,41.0,1,0,115.89,C,2.0,0,1
1403,1,female,37.0,1,0,243.31124999999997,S,2.0,0,1
1404,3,male,7.0,2,0,19.5,S,3.0,0,0
1405,3,female,43.0,0,2,27.42,S,3.0,0,1
1406,2,male,42.0,0,0,112.05,S,1.0,1,1
1407,3,female,41.0,4,1,24.93,Q,6.0,0,0
1408,3,female,35.0,1,2,55.42,S,4.0,0,1
1409,3,male,33.0,2,0,24.85,S,3.0,0,0
1410,3,male,43.0,0,0,28.04,C,1.0,1,0
1411,1,female,55.0,0,1,243.31124999999997,S,2.0,0,1
1412,1,female,18.0,1,1,123.11,S,3.0,0,1
1413,2,male,44.0,0,0,77.13,C,1.0,1,0
1414,1,male,29.0,0,0,206.27,S,1.0,1,0
1415,3,female,28.0,0,0,31.54,S,1.0,1,0
1416,3,male,10.0,0,0,12.36,S,1.0,1,0
1417,1,male,26.0,0,0,243.31124999999997,S,1.0,1,1
1418,1,male,17.0,0,0,243.31124999999997,C,1.0,1,1
1419,2,male,24.0,0,0,81.17,S,1.0,1,0
1420,3,male,16.0,1,2,19.05,C,4.0,0,0
1421,2,male,24.0,0,1,91.51,S,2.0,0,1
1422,3,male,25.0,0,2,36.92,Q,3.0,0,0
1423,1,female,31.0,2,1,243.31124999999997,S,4.0,0,1
1424,1,female,9.0,0,1,243.31124999999997,S,2.0,0,1
1425,3,male,11.0,0,0,42.31,Q,1.0,1,1
1426,3,female,35.0,1,0,52.61,S,2.0,0,1
1427,1,male,20.0,2,1,243.31124999999997,S,4.0,0,1
1428,3,male,44.0,0,2,52.34,Q,3.0,0,0
1429,3,female,33.0,0,0,13.42,Q,1.0,1,1
1430,3,male,38.0,1,0,18.81,C,2.0,0,0
1431,2,male,48.0,0,1,103.39,S,2.0,0,1
1432,3,male,26.0,1,0,24.73,S,2.0,0,0
1433,2,male,23.0,4,0,70.51,S,5.0,0,0
1434,3,male,41.0,3,1,20.83,S,5.0,0,0
1435,1,male,37.0,0,0,144.84,S,1.0,1,0
1436,1,male,28.0,0,1,159.15,S,2.0,0,1
1437,2,male,48.0,3,2,46.25,S,6.0,0,0
1438,3,female,27.0,0,0,5.35,S,1.0,1,1
1439,1,female,30.0,0,0,180.41,S,1.0,1,1
1440,3,male,30.0,1,0,27.75,S,2.0,0,0
1441,3,female,18.0,0,0,10.67,C,1.0,1,1
1442,1,female,31.0,0,1,104.92,S,2.0,0,1
1443,3,male,48.0,2,0,47.76,S,3.0,0,0
1444,2,female,36.0,0,0,84.57,S,1.0,1,1
1445,3,male,30.0,0,0,57.68,S,1.0,1,0
1446,1,male,28.0,0,0,243.31124999999997,S,1.0,1,0
1447,3,male,34.0,1,0,44.52,S,2.0,0,0
1448,3,male,40.0,0,0,16.34,S,1.0,1,0
1449,3,female,38.0,0,0,43.34,Q,1.0,1,1
1450,3,male,26.0,1,0,5.77,S,2.0,0,0
1451,2,male,34.0,2,0,117.52,S,3.0,0,1
1452,3,male,36.0,0,2,28.39,S,3.0,0,0
1453,3,male,17.0,1,0,5.67,C,2.0,0,0
1454,3,female,32.0,0,1,30.41,S,2.0,0,0
1455,1,male,2.0,1,0,139.22,C,2.0,0,1
1456,3,female,36.0,0,1,39.19,C,2.0,0,1
1457,3,male,39.0,0,0,10.52,S,1.0,1,0
1458,3,male,40.0,1,2,14.96,S,4.0,0,0
1459,1,female,25.0,0,0,243.31124999999997,S,1.0,1,1
1460,3,female,34.0,0,1,41.2,S,2.0,0,1
1461,2,female,49.0,0,0,60.49,S,1.0,1,1
1462,3,male,48.0,1,1,34.72,C,3.0,0,0
1463,1,male,30.0,0,1,123.22,S,2.0,0,0
1464,3,female,32.0,0,0,8.8,S,1.0,1,1
1465,3,male,44.0,0,0,27.72,S,1.0,1,0
1466,1,female,10.0,0,0,243.31124999999997,S,1.0,1,1
1467,3,male,26.0,0,0,55.25,C,1.0,1,0
1468,2,female,47.0,0,1,83.62,S,2.0,0,1
1469,3,male,43.0,0,0,22.51,S,1.0,1,0
1470,3,male,35.0,0,0,54.41,S,1.0,1,0
1471,3,male,10.0,1,0,23.19,C,2.0,0,1
1472,3,male,29.0,1,0,34.22,S,2.0,0,0
1473,3,male,22.0,2,2,6.82,S,5.0,0,0
1474,2,male,34.0,0,1,45.18,Q,2.0,0,0
1475,2,male,19.0,3,0,97.97,C,4.0,0,0
1476,3,male,17.0,0,1,39.89,S,2.0,0,0
1477,3,male,3.0,4,2,8.34,S,6.0,0,0
1478,3,female,46.0,0,0,9.12,Q,1.0,1,1
1479,3,male,25.0,0,1,34.97,C,2.0,0,1
1480,2,female,32.0,0,0,96.56,S,1.0,1,1
1481,3,male,30.0,0,0,39.25,S,1.0,1,0
1482,1,male,16.0,2,0,243.31124999999997,S,3.0,0,1
1483,3,male,14.0,1,1,51.13,S,3.0,0,0
1484,1,female,17.0,4,0,219.34,S,5.0,0,1
1485,2,female,21.0,1,0,66.85,S,2.0,0,1
1486,2,male,35.0,0,0,115.48,C,1.0,1,1
1487,2,male,20.0,0,0,104.39,S,1.0,1,0
1488,3,male,53.0,4,1,50.69,C,6.0,0,0
1489,2,male,43.0,0,0,119.89,S,1.0,1,1
1490,2,male,41.0,1,0,74.7,S,2.0,0,0
1491,1,male,28.0,0,0,243.31124999999997,S,1.0,1,1
1492,2,female,50.0,0,0,84.8,S,1.0,1,1
1493,1,male,27.0,3,0,141.39,S,4.0,0,1
1494,1,female,30.0,0,0,243.31124999999997,S,1.0,1,1
1495,3,male,32.0,0,0,40.28,C,1.0,1,0
1496,3,female,39.0,0,0,35.38,S,1.0,1,0
1497,3,female,38.0,1,0,7.22,C,2.0,0,1
1498,2,female,24.0,0,0,70.96,C,1.0,1,1
1499,2,female,23.0,0,1,68.14,C,2.0,0,1
1500,3,male,38.0,0,0,54.89,S,1.0,1,0
1501,3,female,39.0,0,1,35.02,Q,2.0,0,0
1502,2,female,25.0,0,0,117.77,S,1.0,1,1
1503,1,male,9.0,0,0,127.18,C,1.0,1,1
1504,2,female,27.0,3,0,115.65,S,4.0,0,1
1505,2,female,38.0,3,0,83.84,S,4.0,0,1
1506,2,male,53.0,0,1,96.2,Q,2.0,0,1
1507,3,male,14.0,1,1,25.47,S,3.0,0,0
1508,3,male,24.0,0,0,9.78,S,1.0,1,0
1509,3,male,25.0,0,0,6.18,S,1.0,1,0
1510,3,male,48.0,0,1,28.55,S,2.0,0,0
1511,3,female,30.0,0,1,31.47,C,2.0,0,1
1512,3,male,18.0,0,3,50.25,S,4.0,0,0
1513,3,male,37.0,0,1,27.79,C,2.0,0,0
1514,1,male,25.0,1,1,243.31124999999997,S,3.0,0,1
1515,1,male,14.0,0,0,243.31124999999997,S,1.0,1,1
1516,1,female,18.0,1,1,243.31124999999997,S,3.0,0,1
1517,3,male,53.0,0,3,10.02,S,4.0,0,0
1518,3,male,35.0,0,1,11.22,Q,2.0,0,0
1519,1,male,31.0,0,0,117.32,C,1.0,1,1
1520,3,female,27.0,0,0,5.7,S,1.0,1,0
1521,1,female,34.0,1,1,123.16,S,3.0,0,1
1522,3,female,34.0,1,1,48.31,S,3.0,0,1
1523,2,male,34.0,0,1,67.47,S,2.0,0,1
1524,1,female,31.0,1,0,243.31124999999997,C,2.0,0,1
1525,2,female,41.0,3,0,114.35,C,4.0,0,1
1526,2,male,30.0,1,0,99.4,S,2.0,0,0
1527,2,female,17.0,0,1,50.71,C,2.0,0,1
1528,2,male,22.0,1,0,78.08,S,2.0,0,1
1529,3,female,4.0,0,1,38.67,S,2.0,0,1
1530,3,male,56.0,2,0,34.71,C,3.0,0,0
1531,2,male,41.0,0,0,118.24,S,1.0,1,1
1532,3,male,19.0,0,0,17.34,S,1.0,1,0
1533,3,male,26.0,0,0,56.1,S,1.0,1,0
1534,2,female,22.0,0,0,87.95,S,1.0,1,1
1535,2,female,50.0,2,2,78.34,S,5.0,0,1
1536,1,female,12.0,0,2,243.31124999999997,S,3.0,0,1
1537,1,male,31.0,0,0,138.15,S,1.0,1,1
1538,3,male,29.0,3,1,27.14,S,5.0,0,0
1539,1,male,41.0,0,0,126.62,S,1.0,1,1
1540,3,male,29.0,0,2,7.68,S,3.0,0,0
1541,3,female,7.0,0,1,59.5,S,2.0,0,1
1542,1,male,27.0,0,0,243.31124999999997,C,1.0,1,1
1543,3,male,17.0,0,0,27.48,C,1.0,1,0
1544,2,female,31.0,0,0,96.38,S,1.0,1,1
1545,3,male,49.0,1,1,37.16,C,3.0,0,0
1546,2,female,7.0,3,0,49.29,S,4.0,0,1
1547,3,male,20.0,0,1,41.67,S,2.0,0,0
1548,3,male,23.0,0,0,34.85,S,1.0,1,0
1549,1,female,25.0,0,2,242.32,S,3.0,0,1
1550,3,male,40.0,1,2,45.58,S,4.0,0,0
1551,3,female,28.0,0,0,6.38,S,1.0,1,1
1552,3,male,35.0,2,1,34.76,S,4.0,0,0
1553,3,male,22.0,0,1,11.26,S,2.0,0,0
1554,3,female,33.0,3,2,28.98,S,6.0,0,1
1555,1,male,40.0,0,0,243.31124999999997,S,1.0,1,1
1556,1,male,20.0,1,0,202.32,S,2.0,0,1
1557,3,female,40.0,0,0,56.47,S,1.0,1,1
1558,2,female,31.0,1,0,76.67,S,2.0,0,1
1559,3,male,44.0,0,0,27.82,C,1.0,1,0
1560,3,male,27.0,0,0,5.33,S,1.0,1,0
1561,2,female,35.0,0,0,85.49,S,1.0,1,1
1562,1,female,29.0,2,0,171.34,S,3.0,0,1
1563,3,female,29.0,1,0,14.61,C,2.0,0,1
1564,2,male,33.0,0,0,75.2,S,1.0,1,1
1565,3,female,37.0,0,1,55.28,S,2.0,0,1
1566,2,female,14.0,0,2,105.97,S,3.0,0,1
1567,3,male,49.0,2,0,48.89,S,3.0,0,0
1568,1,male,6.0,1,2,243.31124999999997,S,4.0,0,1
1569,3,male,21.0,1,0,36.02,S,2.0,0,0
1570,2,male,29.0,0,1,106.4,S,2.0,0,0
1571,3,male,35.0,3,0,13.77,S,4.0,0,0
1572,1,female,50.0,2,0,163.84,S,3.0,0,1
1573,3,female,6.0,1,0,5.08,C,2.0,0,1
1574,3,male,23.0,0,0,36.88,S,1.0,1,0
1575,1,female,2.0,1,0,243.31124999999997,Q,2.0,0,1
1576,1,male,30.0,0,0,198.69,Q,1.0,1,1
1577,1,male,34.0,0,0,109.79,C,1.0,1,1
1578,3,female,51.0,0,1,37.31,Q,2.0,0,1
1579,3,female,32.0,0,0,18.58,S,1.0,1,0
1580,3,male,44.0,0,0,51.61,C,1.0,1,0
1581,1,male,38.0,0,0,224.22,S,1.0,1,1
1582,2,male,24.0,0,1,43.31,C,2.0,0,0
1583,3,male,12.0,1,0,17.44,S,2.0,0,0
1584,2,female,34.0,0,0,105.45,S,1.0,1,1
1585,3,male,11.0,0,0,14.55,Q,1.0,1,0
1586,1,male,47.0,0,0,152.05,S,1.0,1,1
1587,3,male,28.0,2,0,30.77,C,3.0,0,0
1588,2,female,46.0,1,0,104.35,S,2.0,0,1
1589,2,female,24.0,0,0,100.19,S,1.0,1,1
1590,3,male,33.0,3,0,9.98,S,4.0,0,0
1591,3,male,33.0,0,0,31.7,S,1.0,1,0
1592,3,female,29.0,3,0,48.95,Q,4.0,0,1
1593,1,male,24.0,0,0,243.31124999999997,Q,1.0,1,1
1594,1,male,35.0,0,2,206.4,C,3.0,0,1
1595,3,male,18.0,0,0,53.81,C,1.0,1,0
1596,3,female,14.0,0,1,55.46,S,2.0,0,1
1597,2,female,46.0,0,0,119.5,S,1.0,1,1
1598,1,female,39.0,1,0,145.81,S,2.0,0,1
1599,1,male,31.0,2,1,243.31124999999997,S,4.0,0,1
1600,3,male,52.0,0,0,56.81,S,1.0,1,0
1601,1,male,27.0,0,0,243.31124999999997,S,1.0,1,1
1602,2,male,47.0,0,0,105.17,S,1.0,1,1
1603,1,female,32.0,0,0,232.18,S,1.0,1,1
1604,2,male,17.0,1,1,82.17,S,3.0,0,1
1605,1,male,54.0,0,0,243.31124999999997,S,1.0,1,1
1606,3,female,43.0,1,0,48.1,C,2.0,0,1
1607,1,female,28.0,0,1,153.5,S,2.0,0,1
1608,3,male,39.0,0,2,52.28,S,3.0,0,0
1609,1,male,25.0,0,1,243.31124999999997,C,2.0,0,1
1610,3,female,41.0,0,0,39.98,S,1.0,1,0
1611,3,male,1.0,0,1,30.24,S,2.0,0,0
1612,3,male,17.0,1,1,30.69,C,3.0,0,0
1613,3,female,43.0,0,1,27.34,S,2.0,0,1
1614,2,female,27.0,0,1,44.65,S,2.0,0,1
1615,2,female,33.0,1,2,110.59,S,4.0,0,1
1616,3,male,12.0,0,0,13.11,S,1.0,1,0
1617,3,female,54.0,1,0,10.86,S,2.0,0,1
1618,3,female,45.0,0,1,55.85,S,2.0,0,1
1619,3,male,27.0,0,0,6.36,C,1.0,1,0
1620,3,male,25.0,2,0,10.8,S,3.0,0,0
1621,2,female,43.0,1,0,54.52,S,2.0,0,1
1622,1,male,56.0,0,1,243.31124999999997,S,2.0,0,1
1623,3,male,42.0,0,0,27.32,C,1.0,1,0
1624,3,male,58.0,2,0,11.46,S,3.0,0,0
1625,1,male,18.0,0,0,152.12,S,1.0,1,1
1626,3,female,19.0,0,0,49.04,S,1.0,1,1
1627,1,male,15.0,1,0,243.31124999999997,S,2.0,0,1
1628,3,male,36.0,1,0,10.73,S,2.0,0,0
1629,1,male,32.0,1,1,243.31124999999997,S,3.0,0,1
1630,2,male,28.0,1,1,50.03,S,3.0,0,0
1631,3,male,41.0,1,1,44.23,S,3.0,0,0
1632,2,female,46.0,2,0,56.61,S,3.0,0,1
1633,3,male,10.0,1,0,19.85,S,2.0,0,0
1634,3,male,22.0,0,0,41.5,S,1.0,1,0
1635,3,male,41.0,0,0,25.42,S,1.0,1,0
1636,1,female,24.0,1,0,243.31124999999997,C,2.0,0,1
1637,2,male,20.0,2,1,73.59,S,4.0,0,0
1638,1,male,43.0,0,0,218.73,Q,1.0,1,1
1639,3,female,13.0,0,0,31.17,S,1.0,1,1
1640,3,male,26.0,3,2,21.49,S,6.0,0,0
1641,3,male,34.0,0,0,50.75,C,1.0,1,0
1642,3,male,23.0,0,2,53.49,S,3.0,0,0
1643,3,male,40.0,1,3,28.83,S,5.0,0,0
1644,3,male,23.0,4,0,25.61,S,5.0,0,0
1645,1,female,48.0,2,0,243.31124999999997,S,3.0,0,1
1646,3,male,28.0,1,1,8.19,C,3.0,0,0
1647,1,male,39.0,0,0,243.31124999999997,S,1.0,1,1
1648,3,male,40.0,2,0,48.03,Q,3.0,0,1
1649,3,male,22.0,0,1,26.86,Q,2.0,0,0
1650,3,male,3.0,2,0,14.6,S,3.0,0,0
1651,1,female,35.0,0,0,243.31124999999997,S,1.0,1,1
1652,2,male,31.0,0,0,75.39,S,1.0,1,1
1653,2,female,37.0,0,1,109.12,S,2.0,0,1
1654,2,female,27.0,0,0,67.87,S,1.0,1,1
1655,1,female,24.0,1,0,189.62,S,2.0,0,1
1656,3,male,56.0,3,0,14.62,S,4.0,0,0
1657,3,female,11.0,1,0,32.96,S,2.0,0,1
1658,2,female,40.0,2,1,91.87,S,4.0,0,1
1659,2,female,23.0,0,1,100.98,S,2.0,0,1
1660,2,female,26.0,1,0,76.97,S,2.0,0,1
1661,3,male,26.0,2,0,16.81,C,3.0,0,0
1662,3,male,20.0,1,0,49.79,C,2.0,0,0
1663,3,female,37.0,0,0,43.62,S,1.0,1,1
1664,2,male,48.0,1,0,97.66,Q,2.0,0,1
1665,3,male,36.0,1,0,11.78,S,2.0,0,0
1666,3,male,31.0,0,0,17.32,C,1.0,1,0
1667,1,female,17.0,1,0,243.31124999999997,S,2.0,0,1
1668,3,male,37.0,3,1,52.15,S,5.0,0,0
1669,1,female,58.0,0,1,243.31124999999997,S,2.0,0,1
1670,3,female,25.0,1,0,50.76,S,2.0,0,1
1671,2,female,25.0,1,0,71.29,C,2.0,0,1
1672,3,male,23.0,1,2,50.15,S,4.0,0,0
1673,3,female,24.0,0,2,54.45,S,3.0,0,1
1674,3,female,1.0,2,0,8.12,S,3.0,0,1
1675,3,female,35.0,0,1,27.9,S,2.0,0,1
1676,2,male,19.0,0,1,98.41,S,2.0,0,0
1677,1,male,9.0,2,0,243.31124999999997,Q,3.0,0,1
1678,2,female,40.0,1,0,84.27,S,2.0,0,1
1679,1,male,16.0,2,0,171.33,S,3.0,0,1
1680,3,male,26.0,0,0,52.68,Q,1.0,1,0
1681,2,male,49.0,0,0,99.65,S,1.0,1,0
1682,3,female,12.0,3,2,31.63,S,6.0,0,1
1683,3,male,10.0,0,1,27.58,S,2.0,0,0
1684,3,female,34.0,1,0,41.62,S,2.0,0,1
1685,1,male,45.0,2,0,161.75,S,3.0,0,1
1686,3,female,10.0,1,1,7.31,S,3.0,0,1
1687,3,female,35.0,0,0,44.6,S,1.0,1,0
1688,2,female,38.0,1,0,99.9,C,2.0,0,1
1689,3,male,3.0,2,2,7.7,S,5.0,0,0
1690,3,female,40.0,0,0,6.13,C,1.0,1,1
1691,1,male,41.0,0,0,123.56,S,1.0,1,1
1692,3,female,26.0,0,0,18.86,S,1.0,1,1
1693,2,male,46.0,0,0,83.12,S,1.0,1,0
1694,1,male,45.0,2,0,130.66,S,3.0,0,1
1695,2,male,31.0,2,0,93.05,S,3.0,0,1
1696,1,male,24.0,4,0,156.57,S,5.0,0,1
1697,1,male,17.0,0,0,243.31124999999997,C,1.0,1,1
1698,1,female,30.0,1,0,110.72,S,2.0,0,1
1699,3,male,37.0,0,0,10.23,S,1.0,1,0
1700,3,female,26.0,1,0,51.83,S,2.0,0,1
1701,3,male,1.0,1,2,20.92,C,4.0,0,0
1702,2,male,46.0,2,0,72.94,S,3.0,0,1
1703,2,female,32.0,2,0,69.24,S,3.0,0,1
1704,3,female,25.0,3,0,17.23,C,4.0,0,1
1705,2,male,41.0,2,0,78.18,C,3.0,0,0
1706,1,male,50.0,2,1,224.76,S,4.0,0,1
1707,3,male,1.0,0,0,24.1,S,1.0,1,0
1708,1,male,36.0,2,1,231.21,S,4.0,0,1
1709,3,male,11.0,1,0,17.56,Q,2.0,0,0
1710,3,male,36.0,0,0,41.31,S,1.0,1,0
1711,1,female,32.0,0,1,121.87,S,2.0,0,1
1712,1,female,38.0,1,0,243.31124999999997,S,2.0,0,1
1713,3,male,24.0,0,0,44.32,S,1.0,1,0
1714,2,male,6.0,0,1,115.29,S,2.0,0,1
1715,1,male,24.0,1,2,171.09,S,4.0,0,1
1716,3,male,35.0,2,0,39.77,S,3.0,0,0
1717,1,female,43.0,2,0,152.6,Q,3.0,0,1
1718,3,male,15.0,0,0,20.63,C,1.0,1,0
1719,3,female,43.0,0,0,56.63,Q,1.0,1,1
1720,1,female,22.0,0,0,243.31124999999997,C,1.0,1,1
1721,1,male,35.0,0,1,243.31124999999997,S,2.0,0,0
1722,1,female,23.0,0,0,243.31124999999997,S,1.0,1,1
1723,2,male,32.0,4,1,118.87,S,6.0,0,1
1724,1,male,42.0,0,0,152.14,S,1.0,1,0
1725,3,male,14.0,0,0,34.79,S,1.0,1,0
1726,1,female,21.0,0,2,130.49,S,3.0,0,1
1727,3,female,32.0,0,0,29.48,Q,1.0,1,1
1728,3,female,61.0,0,0,13.01,S,1.0,1,0
1729,3,male,19.0,0,0,35.44,S,1.0,1,0
1730,3,male,57.0,3,1,58.76,S,5.0,0,0
1731,2,male,56.0,0,0,65.45,C,1.0,1,0
1732,3,female,29.0,0,0,46.11,Q,1.0,1,0
1733,3,male,26.0,0,0,40.38,S,1.0,1,0
1734,2,female,21.0,0,0,65.63,S,1.0,1,1
1735,1,female,29.0,0,1,196.75,S,2.0,0,1
1736,3,male,12.0,0,0,17.35,Q,1.0,1,0
1737,2,male,29.0,0,0,84.65,S,1.0,1,0
1738,1,female,49.0,1,0,243.31124999999997,C,2.0,0,1
1739,2,female,22.0,0,1,42.82,S,2.0,0,1
1740,2,male,27.0,0,1,107.21,S,2.0,0,0
1741,3,female,8.0,0,1,10.05,S,2.0,0,1
1742,3,female,35.0,0,0,23.46,C,1.0,1,1
1743,3,male,33.0,0,0,21.06,Q,1.0,1,0
1744,1,male,31.0,0,0,181.6,C,1.0,1,1
1745,2,male,27.0,0,1,76.14,S,2.0,0,0
1746,2,male,26.0,0,1,119.6,S,2.0,0,0
1747,1,male,37.0,0,2,241.25,C,3.0,0,1
1748,2,female,30.0,0,0,61.56,S,1.0,1,1
1749,3,male,34.0,0,0,48.2,Q,1.0,1,0
1750,1,male,33.0,2,0,243.31124999999997,S,3.0,0,1
1751,3,female,45.0,1,1,23.56,Q,3.0,0,1
1752,1,male,39.0,1,0,243.31124999999997,C,2.0,0,1
1753,1,female,33.0,2,1,206.54,S,4.0,0,1
1754,1,female,50.0,4,0,243.31124999999997,S,5.0,0,1
1755,3,female,35.0,1,0,8.78,S,2.0,0,1
1756,3,male,47.0,1,0,46.4,S,2.0,0,0
1757,3,male,38.0,0,0,29.56,S,1.0,1,0
1758,2,male,6.0,0,0,85.76,S,1.0,1,1
1759,1,male,47.0,1,0,101.65,S,2.0,0,1
1760,3,female,32.0,4,0,13.65,S,5.0,0,1
1761,2,female,29.0,0,0,109.76,Q,1.0,1,1
1762,3,female,34.0,1,2,50.6,S,4.0,0,1
1763,1,female,26.0,0,1,184.06,C,2.0,0,1
1764,2,female,33.0,0,0,90.41,S,1.0,1,1
