PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived,AgeGroup,FareCategory,SocialStatus,Child,FarePerPerson,FamilyType
982,3,female,25.0,0,1,35.68,S,2,0,0,Young Adult,Medium,Lower,0,17.84,Small Family
983,1,male,43.0,1,0,170.06,S,2,0,1,Adult,Very High,Upper,0,85.03,Small Family
984,1,female,25.0,1,2,235.49,S,4,0,1,Young Adult,Very High,Upper,0,58.8725,Small Family
985,3,female,53.0,1,2,51.3,S,4,0,1,Adult,Medium,Lower,0,12.825,Small Family
986,2,female,36.0,0,2,53.36,S,3,0,1,Adult,Medium,Middle,0,17.786666666666665,Small Family
987,3,male,34.0,0,1,51.52,S,2,0,0,Young Adult,Medium,Lower,0,25.76,Small Family
988,2,male,28.0,0,0,87.29,S,1,1,0,Young Adult,High,Middle,0,87.29,Single
989,1,male,29.0,0,0,243.31125,S,1,1,0,Young Adult,Very High,Upper,0,243.31125,Single
990,3,male,27.0,0,0,22.12,C,1,1,0,Young Adult,Low,Lower,0,22.12,Single
991,3,female,26.0,1,3,5.18,S,5,0,1,Young Adult,Low,Lower,0,1.036,Large Family
992,3,male,37.0,1,0,47.05,S,2,0,0,Adult,Medium,Lower,0,23.525,Small Family
993,2,male,18.0,0,0,115.54,S,1,1,0,Teen,High,Middle,0,115.54,Single
994,3,male,16.0,0,1,23.13,S,2,0,0,Teen,Low,Lower,0,11.565,Small Family
995,2,female,15.0,2,2,46.36,C,5,0,1,Teen,Medium,Middle,1,9.272,Large Family
996,1,male,57.0,0,1,139.85,Q,2,0,1,Adult,High,Upper,0,69.925,Small Family
997,3,male,37.0,1,0,56.02,S,2,0,0,Adult,Medium,Lower,0,28.01,Small Family
998,1,male,34.0,3,0,243.31125,S,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
999,3,male,16.0,1,0,56.65,S,2,0,0,Teen,Medium,Lower,0,28.325,Small Family
1000,2,female,38.0,4,0,86.66,S,5,0,1,Adult,High,Middle,0,17.332,Large Family
1001,1,male,28.0,1,2,243.31125,Q,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
1002,3,female,33.0,0,0,42.08,S,1,1,1,Young Adult,Medium,Lower,0,42.08,Single
1003,3,male,17.0,0,0,54.27,S,1,1,0,Teen,Medium,Lower,0,54.27,Single
1004,3,male,32.0,0,2,29.09,S,3,0,0,Young Adult,Medium,Lower,0,9.696666666666667,Small Family
1005,3,female,24.0,0,0,43.02,S,1,1,1,Young Adult,Medium,Lower,0,43.02,Single
1006,3,male,20.0,1,1,58.86,S,3,0,0,Young Adult,Medium,Lower,0,19.62,Small Family
1007,3,male,40.0,0,1,18.24,C,2,0,0,Adult,Low,Lower,0,9.12,Small Family
1008,3,female,10.0,1,1,50.12,S,3,0,1,Child,Medium,Lower,1,16.706666666666667,Small Family
1009,1,male,37.0,0,0,118.72,Q,1,1,1,Adult,High,Upper,0,118.72,Single
1010,2,female,39.0,0,0,81.32,S,1,1,1,Adult,High,Middle,0,81.32,Single
1011,1,male,19.0,3,1,243.31125,C,5,0,1,Teen,Very High,Upper,0,48.66225,Large Family
1012,3,male,19.0,0,2,29.53,S,3,0,0,Teen,Medium,Lower,0,9.843333333333334,Small Family
1013,3,male,27.0,1,0,5.28,S,2,0,0,Young Adult,Low,Lower,0,2.64,Small Family
1014,1,male,34.0,1,0,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
1015,3,male,28.0,0,0,29.49,S,1,1,0,Young Adult,Medium,Lower,0,29.49,Single
1016,3,male,36.0,0,2,39.77,S,3,0,0,Adult,Medium,Lower,0,13.256666666666668,Small Family
1017,1,female,53.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
1018,3,male,23.0,1,0,37.11,S,2,0,0,Young Adult,Medium,Lower,0,18.555,Small Family
1019,3,male,8.0,1,0,21.12,S,2,0,0,Child,Low,Lower,1,10.56,Small Family
1020,1,female,41.0,0,0,243.31125,C,1,1,1,Adult,Very High,Upper,0,243.31125,Single
1021,3,male,52.0,1,2,26.56,S,4,0,0,Adult,Medium,Lower,0,6.64,Small Family
1022,2,male,35.0,0,0,45.2,S,1,1,0,Young Adult,Medium,Middle,0,45.2,Single
1023,3,male,16.0,1,0,35.5,S,2,0,0,Teen,Medium,Lower,0,17.75,Small Family
1024,3,female,28.0,2,0,46.19,C,3,0,1,Young Adult,Medium,Lower,0,15.396666666666667,Small Family
1025,3,female,15.0,2,0,5.67,C,3,0,1,Teen,Low,Lower,1,1.89,Small Family
1026,2,female,38.0,1,0,103.17,S,2,0,1,Adult,High,Middle,0,51.585,Small Family
1027,3,male,12.0,0,0,50.37,C,1,1,1,Child,Medium,Lower,1,50.37,Single
1028,3,female,26.0,4,0,32.89,C,5,0,1,Young Adult,Medium,Lower,0,6.578,Large Family
1029,2,male,17.0,0,2,105.79,S,3,0,1,Teen,High,Middle,0,35.263333333333335,Small Family
1030,3,female,32.0,1,0,56.2,S,2,0,1,Young Adult,Medium,Lower,0,28.1,Small Family
1031,1,male,25.0,0,2,182.35,S,3,0,1,Young Adult,Very High,Upper,0,60.78333333333333,Small Family
1032,3,female,32.0,4,0,38.86,S,5,0,0,Young Adult,Medium,Lower,0,7.772,Large Family
1033,1,male,30.0,1,0,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
1034,1,female,17.0,1,0,231.65,S,2,0,1,Teen,Very High,Upper,0,115.825,Small Family
1035,1,male,38.0,0,0,241.54,S,1,1,1,Adult,Very High,Upper,0,241.54,Single
1036,3,female,29.0,1,0,39.54,S,2,0,1,Young Adult,Medium,Lower,0,19.77,Small Family
1037,2,male,17.0,1,0,91.68,C,2,0,1,Teen,High,Middle,0,45.84,Small Family
1038,3,male,59.0,1,0,37.57,S,2,0,0,Adult,Medium,Lower,0,18.785,Small Family
1039,1,female,36.0,0,0,239.68,S,1,1,1,Adult,Very High,Upper,0,239.68,Single
1040,2,male,28.0,0,0,95.28,Q,1,1,1,Young Adult,High,Middle,0,95.28,Single
1041,3,male,48.0,0,0,24.01,S,1,1,0,Adult,Low,Lower,0,24.01,Single
1042,3,female,54.0,0,0,12.6,S,1,1,1,Adult,Low,Lower,0,12.6,Single
1043,2,male,28.0,0,1,118.06,S,2,0,1,Young Adult,High,Middle,0,59.03,Small Family
1044,3,female,35.0,0,0,26.61,C,1,1,1,Young Adult,Medium,Lower,0,26.61,Single
1045,3,male,17.0,0,2,58.45,S,3,0,0,Teen,Medium,Lower,0,19.483333333333334,Small Family
1046,3,male,28.0,0,0,59.44,C,1,1,0,Young Adult,Medium,Lower,0,59.44,Single
1047,1,female,27.0,0,2,243.31125,Q,3,0,1,Young Adult,Very High,Upper,0,81.10375,Small Family
1048,1,male,32.0,2,0,107.22,S,3,0,1,Young Adult,High,Upper,0,35.74,Small Family
1049,3,male,34.0,0,3,55.08,S,4,0,0,Young Adult,Medium,Lower,0,13.77,Small Family
1050,1,male,37.0,0,0,230.22,S,1,1,1,Adult,Very High,Upper,0,230.22,Single
1051,3,male,33.0,0,0,33.12,S,1,1,0,Young Adult,Medium,Lower,0,33.12,Single
1052,3,male,14.0,1,0,25.09,S,2,0,0,Teen,Medium,Lower,1,12.545,Small Family
1053,3,male,18.0,3,0,29.65,C,4,0,0,Teen,Medium,Lower,0,7.4125,Small Family
1054,3,male,23.0,0,2,54.6,S,3,0,0,Young Adult,Medium,Lower,0,18.2,Small Family
1055,3,male,26.0,0,0,15.16,S,1,1,0,Young Adult,Low,Lower,0,15.16,Single
1056,2,male,44.0,4,0,119.38,S,5,0,1,Adult,High,Middle,0,23.875999999999998,Large Family
1057,3,male,15.0,0,0,6.0,S,1,1,0,Teen,Low,Lower,1,6.0,Single
1058,2,male,25.0,0,0,109.83,S,1,1,0,Young Adult,High,Middle,0,109.83,Single
1059,2,male,42.0,0,0,104.62,S,1,1,1,Adult,High,Middle,0,104.62,Single
1060,3,male,26.0,0,0,17.47,C,1,1,0,Young Adult,Low,Lower,0,17.47,Single
1061,3,male,36.0,4,0,5.16,S,5,0,0,Adult,Low,Lower,0,1.032,Large Family
1062,3,female,28.0,0,0,35.78,Q,1,1,1,Young Adult,Medium,Lower,0,35.78,Single
1063,3,male,33.0,3,0,18.45,Q,4,0,0,Young Adult,Low,Lower,0,4.6125,Small Family
1064,2,male,27.0,4,0,87.25,S,5,0,0,Young Adult,High,Middle,0,17.45,Large Family
1065,2,female,39.0,0,0,89.79,S,1,1,1,Adult,High,Middle,0,89.79,Single
1066,3,male,10.0,0,0,9.84,S,1,1,0,Child,Low,Lower,1,9.84,Single
1067,1,male,25.0,0,0,114.76,S,1,1,0,Young Adult,High,Upper,0,114.76,Single
1068,1,female,34.0,0,2,183.73,S,3,0,1,Young Adult,Very High,Upper,0,61.24333333333333,Small Family
1069,2,female,37.0,0,1,88.16,S,2,0,1,Adult,High,Middle,0,44.08,Small Family
1070,2,female,49.0,1,3,117.8,S,5,0,1,Adult,High,Middle,0,23.56,Large Family
1071,2,male,25.0,0,0,116.33,S,1,1,1,Young Adult,High,Middle,0,116.33,Single
1072,1,female,49.0,3,1,243.31125,S,5,0,1,Adult,Very High,Upper,0,48.66225,Large Family
1073,1,female,21.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
1074,1,male,47.0,1,0,229.84,S,2,0,1,Adult,Very High,Upper,0,114.92,Small Family
1075,3,female,41.0,2,0,12.8,S,3,0,1,Adult,Low,Lower,0,4.266666666666667,Small Family
1076,2,female,18.0,0,1,106.77,Q,2,0,1,Teen,High,Middle,0,53.385,Small Family
1077,2,female,34.0,0,2,113.26,S,3,0,1,Young Adult,High,Middle,0,37.75333333333334,Small Family
1078,3,male,29.0,0,0,28.64,Q,1,1,0,Young Adult,Medium,Lower,0,28.64,Single
1079,1,male,38.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
1080,3,female,27.0,0,1,22.92,S,2,0,0,Young Adult,Low,Lower,0,11.46,Small Family
1081,3,male,26.0,0,2,36.25,S,3,0,0,Young Adult,Medium,Lower,0,12.083333333333334,Small Family
1082,1,male,48.0,0,1,149.19,C,2,0,1,Adult,High,Upper,0,74.595,Small Family
1083,2,female,29.0,4,0,91.75,S,5,0,1,Young Adult,High,Middle,0,18.35,Large Family
1084,3,female,41.0,0,0,43.24,Q,1,1,1,Adult,Medium,Lower,0,43.24,Single
1085,3,female,27.0,0,0,49.13,S,1,1,0,Young Adult,Medium,Lower,0,49.13,Single
1086,2,male,52.0,0,1,60.62,S,2,0,1,Adult,Medium,Middle,0,30.31,Small Family
1087,3,male,21.0,0,1,46.69,S,2,0,0,Young Adult,Medium,Lower,0,23.345,Small Family
1088,1,female,22.0,0,0,243.31125,C,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
1089,3,male,50.0,3,0,24.01,Q,4,0,0,Adult,Low,Lower,0,6.0025,Small Family
1090,1,female,24.0,0,2,228.18,S,3,0,1,Young Adult,Very High,Upper,0,76.06,Small Family
1091,3,male,51.0,0,0,56.94,C,1,1,0,Adult,Medium,Lower,0,56.94,Single
1092,3,male,42.0,0,2,55.3,C,3,0,0,Adult,Medium,Lower,0,18.433333333333334,Small Family
1093,3,female,28.0,0,0,35.17,S,1,1,1,Young Adult,Medium,Lower,0,35.17,Single
1094,3,male,6.0,0,1,25.16,S,2,0,1,Child,Medium,Lower,1,12.58,Small Family
1095,1,female,30.0,1,1,175.68,S,3,0,1,Young Adult,Very High,Upper,0,58.56,Small Family
1096,1,male,31.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
1097,1,female,45.0,0,2,243.31125,C,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
1098,1,male,51.0,1,0,147.0,S,2,0,1,Adult,High,Upper,0,73.5,Small Family
1099,3,female,21.0,0,1,7.34,C,2,0,1,Young Adult,Low,Lower,0,3.67,Small Family
1100,2,male,40.0,0,2,52.27,C,3,0,0,Adult,Medium,Middle,0,17.423333333333336,Small Family
1101,1,female,40.0,4,0,243.31125,C,5,0,1,Adult,Very High,Upper,0,48.66225,Large Family
1102,3,male,44.0,0,0,21.24,S,1,1,0,Adult,Low,Lower,0,21.24,Single
1103,3,female,36.0,1,0,56.22,S,2,0,1,Adult,Medium,Lower,0,28.11,Small Family
1104,3,male,5.0,0,1,57.57,S,2,0,0,Child,Medium,Lower,1,28.785,Small Family
1105,3,female,28.0,0,1,49.87,Q,2,0,1,Young Adult,Medium,Lower,0,24.935,Small Family
1106,1,female,15.0,0,0,243.31125,S,1,1,1,Teen,Very High,Upper,1,243.31125,Single
1107,2,male,27.0,0,1,106.83,S,2,0,0,Young Adult,High,Middle,0,53.415,Small Family
1108,3,female,43.0,0,0,36.31,S,1,1,1,Adult,Medium,Lower,0,36.31,Single
1109,3,female,34.0,0,0,50.99,S,1,1,1,Young Adult,Medium,Lower,0,50.99,Single
1110,1,male,45.0,2,0,148.32,S,3,0,1,Adult,High,Upper,0,49.44,Small Family
1111,3,male,34.0,1,0,27.37,S,2,0,0,Young Adult,Medium,Lower,0,13.685,Small Family
1112,1,female,13.0,0,0,243.31125,S,1,1,1,Teen,Very High,Upper,1,243.31125,Single
1113,1,male,1.0,0,1,127.79,Q,2,0,1,Child,High,Upper,1,63.895,Small Family
1114,3,male,32.0,2,0,46.3,S,3,0,0,Young Adult,Medium,Lower,0,15.433333333333332,Small Family
1115,3,female,27.0,1,1,41.75,C,3,0,1,Young Adult,Medium,Lower,0,13.916666666666666,Small Family
1116,3,male,17.0,0,0,46.01,S,1,1,0,Teen,Medium,Lower,0,46.01,Single
1117,1,male,8.0,2,0,243.31125,C,3,0,1,Child,Very High,Upper,1,81.10375,Small Family
1118,3,male,20.0,0,0,31.42,Q,1,1,0,Young Adult,Medium,Lower,0,31.42,Single
1119,2,female,27.0,0,2,82.77,Q,3,0,1,Young Adult,High,Middle,0,27.59,Small Family
1120,1,male,39.0,0,1,243.31125,S,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
1121,3,female,32.0,2,1,6.69,C,4,0,1,Young Adult,Low,Lower,0,1.6725,Small Family
1122,3,female,51.0,3,2,59.59,S,6,0,1,Adult,Medium,Lower,0,9.931666666666667,Large Family
1123,3,female,17.0,3,0,50.57,S,4,0,1,Teen,Medium,Lower,0,12.6425,Small Family
1124,3,male,41.0,0,0,41.9,S,1,1,0,Adult,Medium,Lower,0,41.9,Single
1125,3,male,31.0,3,1,58.16,S,5,0,0,Young Adult,Medium,Lower,0,11.632,Large Family
1126,3,male,39.0,0,1,38.69,S,2,0,0,Adult,Medium,Lower,0,19.345,Small Family
1127,1,male,24.0,0,0,131.99,S,1,1,0,Young Adult,High,Upper,0,131.99,Single
1128,2,female,44.0,0,1,94.57,C,2,0,1,Adult,High,Middle,0,47.285,Small Family
1129,2,female,34.0,0,1,62.28,S,2,0,1,Young Adult,Medium,Middle,0,31.14,Small Family
1130,2,female,21.0,1,2,44.4,S,4,0,1,Young Adult,Medium,Middle,0,11.1,Small Family
1131,3,female,30.0,0,2,30.28,S,3,0,1,Young Adult,Medium,Lower,0,10.093333333333334,Small Family
1132,2,male,27.0,3,0,78.86,S,4,0,1,Young Adult,Medium,Middle,0,19.715,Small Family
1133,1,male,36.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
1134,1,female,15.0,0,0,135.57,S,1,1,1,Teen,High,Upper,1,135.57,Single
1135,3,female,30.0,3,0,21.61,Q,4,0,1,Young Adult,Low,Lower,0,5.4025,Small Family
1136,1,female,35.0,0,2,182.18,C,3,0,1,Young Adult,Very High,Upper,0,60.72666666666667,Small Family
1137,3,male,30.0,1,0,18.66,S,2,0,0,Young Adult,Low,Lower,0,9.33,Small Family
1138,2,male,48.0,1,0,64.91,S,2,0,1,Adult,Medium,Middle,0,32.455,Small Family
1139,2,male,40.0,0,0,47.09,S,1,1,0,Adult,Medium,Middle,0,47.09,Single
1140,3,male,30.0,1,1,23.84,S,3,0,0,Young Adult,Low,Lower,0,7.946666666666666,Small Family
1141,3,male,33.0,0,0,7.83,S,1,1,0,Young Adult,Low,Lower,0,7.83,Single
1142,2,female,34.0,2,0,64.53,S,3,0,1,Young Adult,Medium,Middle,0,21.51,Small Family
1143,3,female,35.0,0,0,40.12,S,1,1,1,Young Adult,Medium,Lower,0,40.12,Single
1144,3,male,6.0,0,0,49.77,S,1,1,0,Child,Medium,Lower,1,49.77,Single
1145,2,male,26.0,0,3,93.02,S,4,0,0,Young Adult,High,Middle,0,23.255,Small Family
1146,3,female,11.0,0,1,46.04,Q,2,0,1,Child,Medium,Lower,1,23.02,Small Family
1147,3,male,47.0,1,0,28.59,Q,2,0,0,Adult,Medium,Lower,0,14.295,Small Family
1148,3,male,29.0,3,1,21.45,Q,5,0,0,Young Adult,Low,Lower,0,4.29,Large Family
1149,3,male,27.0,1,0,12.13,Q,2,0,0,Young Adult,Low,Lower,0,6.065,Small Family
1150,3,male,42.0,0,1,39.52,S,2,0,0,Adult,Medium,Lower,0,19.76,Small Family
1151,3,male,35.0,3,0,33.04,C,4,0,0,Young Adult,Medium,Lower,0,8.26,Small Family
1152,3,male,15.0,0,1,42.27,S,2,0,0,Teen,Medium,Lower,1,21.135,Small Family
1153,3,female,29.0,0,0,18.04,C,1,1,0,Young Adult,Low,Lower,0,18.04,Single
1154,3,female,26.0,0,0,22.8,C,1,1,1,Young Adult,Low,Lower,0,22.8,Single
1155,3,female,7.0,0,0,21.07,S,1,1,0,Child,Low,Lower,1,21.07,Single
1156,3,female,21.0,2,0,48.87,S,3,0,1,Young Adult,Medium,Lower,0,16.29,Small Family
1157,1,male,28.0,0,1,133.6,S,2,0,1,Young Adult,High,Upper,0,66.8,Small Family
1158,3,male,29.0,0,0,38.47,S,1,1,0,Young Adult,Medium,Lower,0,38.47,Single
1159,3,female,11.0,1,0,7.82,Q,2,0,1,Child,Low,Lower,1,3.91,Small Family
1160,1,male,45.0,2,1,243.31125,C,4,0,1,Adult,Very High,Upper,0,60.8278125,Small Family
1161,3,female,29.0,2,0,8.52,S,3,0,1,Young Adult,Low,Lower,0,2.84,Small Family
1162,1,female,30.0,0,1,185.57,S,2,0,1,Young Adult,Very High,Upper,0,92.785,Small Family
1163,2,female,35.0,1,0,91.25,S,2,0,1,Young Adult,High,Middle,0,45.625,Small Family
1164,3,female,20.0,0,0,24.07,Q,1,1,0,Young Adult,Low,Lower,0,24.07,Single
1165,1,female,36.0,0,2,243.31125,Q,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
1166,3,male,25.0,2,0,50.45,S,3,0,0,Young Adult,Medium,Lower,0,16.816666666666666,Small Family
1167,3,male,18.0,3,0,17.41,S,4,0,0,Teen,Low,Lower,0,4.3525,Small Family
1168,3,male,37.0,2,1,9.75,C,4,0,0,Adult,Low,Lower,0,2.4375,Small Family
1169,1,female,49.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
1170,2,female,39.0,2,1,43.5,Q,4,0,1,Adult,Medium,Middle,0,10.875,Small Family
1171,3,female,42.0,3,2,21.22,S,6,0,1,Adult,Low,Lower,0,3.5366666666666666,Large Family
1172,3,male,23.0,0,0,38.15,S,1,1,0,Young Adult,Medium,Lower,0,38.15,Single
1173,3,female,9.0,0,1,47.68,S,2,0,1,Child,Medium,Lower,1,23.84,Small Family
1174,2,male,49.0,1,0,47.92,S,2,0,0,Adult,Medium,Middle,0,23.96,Small Family
1175,3,male,57.0,0,0,33.89,S,1,1,0,Adult,Medium,Lower,0,33.89,Single
1176,3,male,50.0,4,1,13.06,S,6,0,0,Adult,Low,Lower,0,2.1766666666666667,Large Family
1177,3,male,26.0,0,1,6.3,C,2,0,0,Young Adult,Low,Lower,0,3.15,Small Family
1178,1,female,15.0,1,2,176.07,C,4,0,1,Teen,Very High,Upper,1,44.0175,Small Family
1179,3,female,16.0,1,2,21.49,S,4,0,1,Teen,Low,Lower,0,5.3725,Small Family
1180,3,female,8.0,0,0,20.34,S,1,1,0,Child,Low,Lower,1,20.34,Single
1181,3,male,29.0,2,0,58.53,S,3,0,0,Young Adult,Medium,Lower,0,19.51,Small Family
1182,2,female,51.0,0,0,99.52,S,1,1,1,Adult,High,Middle,0,99.52,Single
1183,3,female,28.0,0,0,37.19,S,1,1,1,Young Adult,Medium,Lower,0,37.19,Single
1184,3,male,34.0,0,0,43.46,Q,1,1,0,Young Adult,Medium,Lower,0,43.46,Single
1185,1,female,48.0,0,1,243.31125,Q,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
1186,3,male,25.0,1,0,46.98,S,2,0,0,Young Adult,Medium,Lower,0,23.49,Small Family
1187,3,male,56.0,3,1,8.7,C,5,0,0,Adult,Low,Lower,0,1.7399999999999998,Large Family
1188,1,female,56.0,0,1,125.52,C,2,0,1,Adult,High,Upper,0,62.76,Small Family
1189,2,female,28.0,0,0,88.96,Q,1,1,1,Young Adult,High,Middle,0,88.96,Single
1190,3,female,22.0,0,0,8.88,S,1,1,1,Young Adult,Low,Lower,0,8.88,Single
1191,1,male,39.0,1,0,209.31,C,2,0,1,Adult,Very High,Upper,0,104.655,Small Family
1192,3,male,25.0,3,0,38.89,S,4,0,0,Young Adult,Medium,Lower,0,9.7225,Small Family
1193,2,male,15.0,1,1,62.62,S,3,0,0,Teen,Medium,Middle,1,20.87333333333333,Small Family
1194,3,male,47.0,1,0,21.78,S,2,0,0,Adult,Low,Lower,0,10.89,Small Family
1195,1,male,46.0,0,2,243.31125,S,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
1196,3,female,32.0,0,1,36.86,S,2,0,1,Young Adult,Medium,Lower,0,18.43,Small Family
1197,3,female,14.0,1,0,52.78,S,2,0,1,Teen,Medium,Lower,1,26.39,Small Family
1198,3,male,14.0,1,1,48.52,C,3,0,0,Teen,Medium,Lower,1,16.173333333333336,Small Family
1199,3,female,31.0,1,0,58.11,C,2,0,1,Young Adult,Medium,Lower,0,29.055,Small Family
1200,1,female,24.0,2,0,243.31125,Q,3,0,1,Young Adult,Very High,Upper,0,81.10375,Small Family
1201,3,male,26.0,1,0,43.42,S,2,0,0,Young Adult,Medium,Lower,0,21.71,Small Family
1202,1,male,43.0,1,0,243.31125,Q,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
1203,1,male,40.0,3,0,230.86,S,4,0,0,Adult,Very High,Upper,0,57.715,Small Family
1204,2,male,48.0,4,3,108.54,S,8,0,1,Adult,High,Middle,0,13.5675,Large Family
1205,2,female,17.0,0,0,101.45,S,1,1,1,Teen,High,Middle,0,101.45,Single
1206,3,male,26.0,0,0,20.03,C,1,1,0,Young Adult,Low,Lower,0,20.03,Single
1207,3,female,40.0,0,0,53.25,S,1,1,1,Adult,Medium,Lower,0,53.25,Single
1208,2,female,36.0,1,0,40.49,C,2,0,1,Adult,Medium,Middle,0,20.245,Small Family
1209,2,male,50.0,0,0,56.32,C,1,1,1,Adult,Medium,Middle,0,56.32,Single
1210,3,female,35.0,0,1,12.74,Q,2,0,1,Young Adult,Low,Lower,0,6.37,Small Family
1211,2,male,54.0,0,0,76.63,Q,1,1,0,Adult,Medium,Middle,0,76.63,Single
1212,2,female,37.0,1,0,86.82,S,2,0,1,Adult,High,Middle,0,43.41,Small Family
1213,1,male,44.0,0,0,243.31125,C,1,1,1,Adult,Very High,Upper,0,243.31125,Single
1214,3,female,26.0,0,1,54.11,Q,2,0,1,Young Adult,Medium,Lower,0,27.055,Small Family
1215,3,male,30.0,0,0,20.67,Q,1,1,0,Young Adult,Low,Lower,0,20.67,Single
1216,1,male,42.0,1,1,243.31125,C,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
1217,1,female,51.0,0,0,178.96,C,1,1,1,Adult,Very High,Upper,0,178.96,Single
1218,3,female,39.0,0,0,27.53,S,1,1,1,Adult,Medium,Lower,0,27.53,Single
1219,3,female,29.0,1,0,31.77,C,2,0,1,Young Adult,Medium,Lower,0,15.885,Small Family
1220,2,female,48.0,0,0,114.73,S,1,1,1,Adult,High,Middle,0,114.73,Single
1221,3,male,2.0,0,0,54.06,S,1,1,1,Child,Medium,Lower,1,54.06,Single
1222,1,male,12.0,1,2,243.31125,S,4,0,1,Child,Very High,Upper,1,60.8278125,Small Family
1223,2,female,39.0,0,0,80.25,S,1,1,1,Adult,High,Middle,0,80.25,Single
1224,3,female,30.0,1,3,40.61,S,5,0,1,Young Adult,Medium,Lower,0,8.122,Large Family
1225,2,female,38.0,0,0,116.88,C,1,1,1,Adult,High,Middle,0,116.88,Single
1226,3,male,31.0,0,0,59.2,C,1,1,0,Young Adult,Medium,Lower,0,59.2,Single
1227,2,female,37.0,1,0,55.79,S,2,0,1,Adult,Medium,Middle,0,27.895,Small Family
1228,2,male,19.0,1,0,111.11,S,2,0,0,Teen,High,Middle,0,55.555,Small Family
1229,3,male,37.0,0,2,32.94,Q,3,0,0,Adult,Medium,Lower,0,10.979999999999999,Small Family
1230,2,male,43.0,0,1,95.81,S,2,0,0,Adult,High,Middle,0,47.905,Small Family
1231,3,male,46.0,2,1,33.3,S,4,0,0,Adult,Medium,Lower,0,8.325,Small Family
1232,1,male,56.0,1,0,201.38,S,2,0,1,Adult,Very High,Upper,0,100.69,Small Family
1233,1,male,33.0,0,0,156.2,Q,1,1,1,Young Adult,Very High,Upper,0,156.2,Single
1234,1,female,34.0,1,3,104.83,S,5,0,1,Young Adult,High,Upper,0,20.966,Large Family
1235,3,female,10.0,0,0,37.66,Q,1,1,1,Child,Medium,Lower,1,37.66,Single
1236,2,male,23.0,0,1,53.75,S,2,0,1,Young Adult,Medium,Middle,0,26.875,Small Family
1237,3,male,27.0,0,0,6.41,S,1,1,0,Young Adult,Low,Lower,0,6.41,Single
1238,2,male,44.0,0,2,82.16,S,3,0,1,Adult,High,Middle,0,27.386666666666667,Small Family
1239,3,male,22.0,0,1,48.56,S,2,0,0,Young Adult,Medium,Lower,0,24.28,Small Family
1240,1,male,40.0,0,3,243.31125,S,4,0,1,Adult,Very High,Upper,0,60.8278125,Small Family
1241,3,male,30.0,0,0,23.44,S,1,1,0,Young Adult,Low,Lower,0,23.44,Single
1242,3,female,28.0,0,0,53.66,S,1,1,1,Young Adult,Medium,Lower,0,53.66,Single
1243,3,male,33.0,0,0,33.51,S,1,1,0,Young Adult,Medium,Lower,0,33.51,Single
1244,3,male,25.0,0,1,27.07,C,2,0,0,Young Adult,Medium,Lower,0,13.535,Small Family
1245,3,male,24.0,1,1,54.8,C,3,0,0,Young Adult,Medium,Lower,0,18.266666666666666,Small Family
1246,3,male,8.0,0,0,10.13,C,1,1,1,Child,Low,Lower,1,10.13,Single
1247,1,female,27.0,1,0,175.45,Q,2,0,1,Young Adult,Very High,Upper,0,87.725,Small Family
1248,1,male,24.0,0,0,153.26,S,1,1,1,Young Adult,Very High,Upper,0,153.26,Single
1249,3,male,23.0,0,1,38.47,S,2,0,0,Young Adult,Medium,Lower,0,19.235,Small Family
1250,3,female,35.0,0,0,19.54,S,1,1,0,Young Adult,Low,Lower,0,19.54,Single
1251,3,male,39.0,3,0,35.98,S,4,0,0,Adult,Medium,Lower,0,8.995,Small Family
1252,2,female,33.0,0,0,112.89,S,1,1,1,Young Adult,High,Middle,0,112.89,Single
1253,1,female,43.0,0,0,243.31125,Q,1,1,1,Adult,Very High,Upper,0,243.31125,Single
1254,1,female,37.0,1,2,243.31125,C,4,0,1,Adult,Very High,Upper,0,60.8278125,Small Family
1255,3,male,26.0,3,0,19.08,S,4,0,0,Young Adult,Low,Lower,0,4.77,Small Family
1256,2,male,24.0,4,0,115.16,S,5,0,1,Young Adult,High,Middle,0,23.032,Large Family
